vid,title,tag,time,duration,views,link
vzyo5siH224,Hot Cold Food vs. Cold Hot Food Taste Test,Food,1 month ago,16:57,"1,313,327 views",https://www.youtube.com/watch?v=vzyo5siH224
u-PgumHXWVo,Egypt Food Tour!! Africa’s Worst Country for Shooting!! (Police!) (Full Documentary),Food,2 months ago,1:22:51,"3,665,811 views",https://www.youtube.com/watch?v=u-PgumHXWVo
Tiy7i6uc960,Ina Garten's Penne Arrabiata | Barefoot Contessa | Food Network,Food,2 weeks ago,7:14,"91,464 views",https://www.youtube.com/watch?v=Tiy7i6uc960
QtYIAimp3TU,Italian Pasta Salad Recipe by food Fusion,Food,5 days ago,2:22,"69,673 views",https://www.youtube.com/watch?v=QtYIAimp3TU
SKNCTXEYi48,Here's How McDonald's French Fries Are Made. Food Production Processes,Food,8 months ago,14:25,"9,095,502 views",https://www.youtube.com/watch?v=SKNCTXEYi48
BBT_FLYF65k,Most UNIQUE Food in MEXICO!! SUPER RARE Food Tour!! (FULL DOCUMENTARY),Food,6 months ago,3:15:31,"8,292,208 views",https://www.youtube.com/watch?v=BBT_FLYF65k
cfIkMJHx5RI,Trying FILIPINO FOOD for the FIRST TIME!,Food,3 weeks ago,15:19,"741,811 views",https://www.youtube.com/watch?v=cfIkMJHx5RI
957KcdowAXA,RAINBOW FOOD vs WHITE AND BLACK FOOD || Eating Food Only In 1 Color For 24 Hours By 123GO! SCHOOL,Food,3 months ago,10:01,"1,883,947 views",https://www.youtube.com/watch?v=957KcdowAXA
OSjXIT1brSw,I Think You Should Leave's Best Food Sketches,Food,2 months ago,13:21,"94,338 views",https://www.youtube.com/watch?v=OSjXIT1brSw
2IYOLx_yNII,Eating PEN15 Soup in Manila!! EXOTIC China Town Street Food Tour!!,Food,1 month ago,14:35,"1,797,746 views",https://www.youtube.com/watch?v=2IYOLx_yNII
gD-r8x9yWBE,7 large jackfruits || The secret of preserving village food | mali cooking,Food,5 days ago,21:57,"107,187 views",https://www.youtube.com/watch?v=gD-r8x9yWBE
styN6QavqVU,Food Theory: Fixing TikTok's FAILED Pringles Mashed Potatoes! (Viral TikTok Hack),Food,3 weeks ago,20:37,"1,781,655 views",https://www.youtube.com/watch?v=styN6QavqVU
kOKU04237ug,Even More NEW DISNEYLAND Summer Food You MUST TRY! Disneyland Resort Food Guide!,Food,2 days ago,22:42,"81,407 views",https://www.youtube.com/watch?v=kOKU04237ug
B28ebjEdMTw,Food Theory: Don't Trust Your TASTE! (Mystery Gummy Bear Challenge),Food,4 days ago,18:06,"1,374,660 views",https://www.youtube.com/watch?v=B28ebjEdMTw
BexMnwpvHUo,Cooking With The Internet's Worst Food Crimes,Food,3 weeks ago,23:11,"285,124 views",https://www.youtube.com/watch?v=BexMnwpvHUo
gwoyYIGOf6Y,"ልዩ ጣፋጭ የአትክልት እራት-Bahlie tube, Ethiopian food Recipe",Food,5 months ago,8:34,"41,900 views",https://www.youtube.com/watch?v=gwoyYIGOf6Y
1dVrxHvxD1Y,The Coming Food Catastrophe,Food,1 month ago,15:44,"315,477 views",https://www.youtube.com/watch?v=1dVrxHvxD1Y
8pL-DEjhatY,UnKNOWN African Food in Zimbabwe!! From Strange to Street Food!! (Full Documentary),Food,2 months ago,1:33:25,"3,002,977 views",https://www.youtube.com/watch?v=8pL-DEjhatY
8blhuQP8SnA,Big Food VS Small Food Emoji Challenge || ASMR MUKBANG FIRE Noodle & Tteokbokki EATING SOUND,Food,2 months ago,6:32,"6,363,340 views",https://www.youtube.com/watch?v=8blhuQP8SnA
4H-tgxjy-IA,EXTREME Spicy Food TikTok Compilation 23 🥵,Food,3 weeks ago,18:37,"1,523,122 views",https://www.youtube.com/watch?v=4H-tgxjy-IA
RNwsdNcyHas,Food Theory: Can You Kill Someone With A POTATO? (Dream SMP),Food,2 weeks ago,12:32,"1,530,974 views",https://www.youtube.com/watch?v=RNwsdNcyHas
arGCkge9b_E,I Forced a British Man to Try Every Fast Food Burger,Food,4 days ago,16:06,"1,148,019 views",https://www.youtube.com/watch?v=arGCkge9b_E
_T_UPY5qxb0,A Letter of Warning From a Farmer! Food Shortages are Coming!,Food,20 hours ago,9:36,"134,341 views",https://www.youtube.com/watch?v=_T_UPY5qxb0
ANatR1xnb_A,We Survived Eating Minecraft Food for 24 Hours,Food,3 months ago,36:25,"3,361,978 views",https://www.youtube.com/watch?v=ANatR1xnb_A
2C7vd2xd3cg,I Spent 50 Hours Only Eating Junk Food,Food,7 days ago,18:21,"780,483 views",https://www.youtube.com/watch?v=2C7vd2xd3cg
uxtaP9zIksk,Funny Pranks and Eating Spicy Food 2022 | Funny Mukbang | Pepper Queen Erya & Songsong and Ermao,Food,4 months ago,8:10,"4,532,676 views",https://www.youtube.com/watch?v=uxtaP9zIksk
ub1WfnpqXFc,"How to Make Korean Comfort Food ""Tteokbokki"", Spicy Rice Cake - Korean Food [ASMR]",Food,1 year ago,23:23,"23,791,528 views",https://www.youtube.com/watch?v=ub1WfnpqXFc
7_XHcst_frc,This is my healing food,Food,8 months ago,1:00,"6,602,804 views",https://www.youtube.com/watch?v=7_XHcst_frc
86TRaQLjVfA,"Russia's war in Ukraine affecting food supply, prices around the world",Food,1 day ago,1:37,"2,032 views",https://www.youtube.com/watch?v=86TRaQLjVfA
fRpJnS4yc7k,Food Theory: Wait... Coffee is a SOUP?!,Food,1 month ago,12:18,"1,757,653 views",https://www.youtube.com/watch?v=fRpJnS4yc7k
2NFDajQyliU,Food Theory: Is MrBeast's Chocolate ILLEGAL? (MrBeast Bars),Food,2 months ago,16:30,"4,611,296 views",https://www.youtube.com/watch?v=2NFDajQyliU
_JA5sQVGal4,"72 HOUR SURVIVAL (no food, no water, on an island)",Food,1 month ago,47:55,"3,150,837 views",https://www.youtube.com/watch?v=_JA5sQVGal4
JLIIR-KrsSY,$100 Vietnamese Night Market Challenge!! Super CHEAP Street Food in Saigon!!,Food,1 month ago,13:53,"1,912,733 views",https://www.youtube.com/watch?v=JLIIR-KrsSY
WuXjnq2i1Lc,"Because The Food Is So Delicious, Billionaire Buys The Whole Hotel",Food,3 weeks ago,11:42,"1,691,889 views",https://www.youtube.com/watch?v=WuXjnq2i1Lc
190emwcnYJ4,What Medieval Junk Food Was Like,Food,4 months ago,10:08,"2,694,416 views",https://www.youtube.com/watch?v=190emwcnYJ4
kH7Dd00HhTc,TYPES OF STUDENTS ON A SCHOOL BUS || Food Sneaking Ideas! Rich VS Broke VS Teacher by 123 GO! FOOD,Food,13 days ago,10:44,"161,828 views",https://www.youtube.com/watch?v=kH7Dd00HhTc
hjzLs_6mqA8,$300 vs $1600 Steak!! Can a Food Expert Spot The Difference? (Feat. @Guga Foods ),Food,4 months ago,14:56,"3,157,814 views",https://www.youtube.com/watch?v=hjzLs_6mqA8
QFvhsTHeNP0,DESI VS CHINESE | Food Challenge with family | Favourite food | Aayu and Pihu Show,Food,9 months ago,15:30,"15,216,949 views",https://www.youtube.com/watch?v=QFvhsTHeNP0
J4bXxO0_17Y,Thai-Lor Swift $1 Buffet All You Can Eat - Thailand Street Food,Food,3 months ago,12:09,"5,413,272 views",https://www.youtube.com/watch?v=J4bXxO0_17Y
q2rLZttsVsw,Dum wala Mutton Recipe by Food Fusion,Food,1 day ago,3:12,"42,155 views",https://www.youtube.com/watch?v=q2rLZttsVsw
mdi_9o92XcU,Magical 28-Year-Old Permaculture Food Forest – Growing Wild Together,Food,3 weeks ago,15:46,"136,041 views",https://www.youtube.com/watch?v=mdi_9o92XcU
3cCM_dgQjf4,BEST NEPALI FOOD in Kathmandu | DHALBHAT + MOMO + ETHNIC FOODS Newar Tamang Kirati Sherpa,Food,2 weeks ago,39:16,"558,105 views",https://www.youtube.com/watch?v=3cCM_dgQjf4
dRlWjGqj2a8,This is what Westerners Really Think about Palembang Food,Food,5 days ago,11:36,"27,896 views",https://www.youtube.com/watch?v=dRlWjGqj2a8
pbnxGp-q0b4,BLUE VS PURPLE GIRL || Eating Only 1 Color Food Challenge by 123GO! FOOD,Food,4 months ago,9:42,"1,520,282 views",https://www.youtube.com/watch?v=pbnxGp-q0b4
OUVrqNG4d9o,10 SUMMER FAST FOOD HACKS That Will Save You Money!,Food,2 weeks ago,14:12,"954,122 views",https://www.youtube.com/watch?v=OUVrqNG4d9o
uNmtmYLXoZc,Teenager robbed after he orders food,Food,8 days ago,3:14,"301,276 views",https://www.youtube.com/watch?v=uNmtmYLXoZc
KrtC8Ylv-_Q,SPICY* MUTTON BIRYANI WITH MUTTON CURRY KORMA + CHICKEN BIRYANI EATING | FOOD EATING VIDEOS |MUKBANG,Food,4 months ago,10:23,"8,647,341 views",https://www.youtube.com/watch?v=KrtC8Ylv-_Q
t1BAqsYPReM,Habanero Honey Sweet Corn Cake - A Perfect Summer Dessert - Food Wishes,Food,5 days ago,7:51,"63,987 views",https://www.youtube.com/watch?v=t1BAqsYPReM
Tdo5FSe8vA4,Guy Fieri's Texas Chili | Guy's Big Bite | Food Network,Food,2 days ago,4:00,"35,766 views",https://www.youtube.com/watch?v=Tdo5FSe8vA4
UAanagaR_jY,스트레이 푸드 파이터 (Stray Food Fighter) #1｜[SKZ CODE] Ep.18,Food,2 weeks ago,22:09,"1,091,924 views",https://www.youtube.com/watch?v=UAanagaR_jY
2dbupGVu0As,Food Theory: Are Double Stuf Oreos a SCAM?,Food,1 month ago,13:54,"3,281,045 views",https://www.youtube.com/watch?v=2dbupGVu0As
_yyR0NCfBWM,Taking The Iron Out of My Food,Food,5 months ago,0:56,"6,346,866 views",https://www.youtube.com/watch?v=_yyR0NCfBWM
HHZamlKv17w,스트레이 푸드 파이터 (Stray Food Fighter) #2｜[SKZ CODE] Ep.19,Food,8 days ago,25:46,"896,239 views",https://www.youtube.com/watch?v=HHZamlKv17w
YTWNt7lkaZw,Food Theory: Coke's SECRET Plot To Kill Crystal Pepsi!,Food,1 month ago,13:16,"2,096,174 views",https://www.youtube.com/watch?v=YTWNt7lkaZw
m1VdwNOWhWI,Little Caesars vs. Chuck E. Cheese Taste Test | Food Feuds,Food,3 weeks ago,19:07,"1,498,041 views",https://www.youtube.com/watch?v=m1VdwNOWhWI
0RXzpbi9z5c,Spicy Qeemay Wala Naan Recipe By Food Fusion,Food,10 days ago,3:57,"135,452 views",https://www.youtube.com/watch?v=0RXzpbi9z5c
N3CGsMZF8I4,【ENG SUB】17kg Giant Octopus - Korean Street Food,Food,2 years ago,31:18,"50,034,821 views",https://www.youtube.com/watch?v=N3CGsMZF8I4
lm4J1TatFyE,American Eats IRAN!! RARE MiddleEastern Food Tour!! (Full Documentary),Food,5 months ago,2:14:01,"7,323,842 views",https://www.youtube.com/watch?v=lm4J1TatFyE
JLRv8RxwAJw,mukbangers eating TOO much of one food,Food,2 months ago,6:17,"1,617,921 views",https://www.youtube.com/watch?v=JLRv8RxwAJw
IByCoA02awo,"Nostalgia Singapore: SG Hawker food, Snacks & other memories from my growing up years",Food,5 days ago,8:28,"22,816 views",https://www.youtube.com/watch?v=IByCoA02awo
mMaw1OSrR4M,I ate from different food robots for the whole day! #shorts #food #robot,Food,3 weeks ago,1:00,"7,641,565 views",https://www.youtube.com/watch?v=mMaw1OSrR4M
FQ_pn5QFBbk,Belal Muhammad | Food Truck Diaries w/ Brendan Schaub,Food,2 weeks ago,59:18,"132,055 views",https://www.youtube.com/watch?v=FQ_pn5QFBbk
lPEin8D3vdU,Mega-Sized USA Fair Food!! Minnesota State Fair Food Factories!!,Food,8 months ago,17:05,"3,537,875 views",https://www.youtube.com/watch?v=lPEin8D3vdU
ezhtj2mR-BA,100 Layers FOOD CHALLENGE || 1 VS 10 VS 1000 - Giant VS Tiny Food for 24 HOURS by 123 GO! CHALLENGE,Food,Streamed 1 month ago,56:39,"891,795 views",https://www.youtube.com/watch?v=ezhtj2mR-BA
YlfP2371sJc,HOW TO SNEAK FOOD INTO SECRET ROOM | Genius Ideas And Crafts For Sneaking In Snacks By 123GO! SCHOOL,Food,Streamed 2 weeks ago,52:18,"256,509 views",https://www.youtube.com/watch?v=YlfP2371sJc
4o9QYjPaj4Q,How Does It Feel Eating Electric Eel? Spicy Food Challenge || Funny Mukbang || Songsong and Ermao,Food,1 year ago,8:07,"154,059,226 views",https://www.youtube.com/watch?v=4o9QYjPaj4Q
42tVBw_9zkw,Rainbow Food Dessert Mukbang DONA,Food,11 months ago,4:57,"5,678,025 views",https://www.youtube.com/watch?v=42tVBw_9zkw
m7xBtERQsFc,Mango Malai Cake Recipe By Food Fusion (Eid Special),Food,6 days ago,3:19,"111,189 views",https://www.youtube.com/watch?v=m7xBtERQsFc
Pu5CNKweuHw,How Smelling Grandma's Food Tragically Killed an 11-Year-Old Boy,Food,6 days ago,21:04,"197,200 views",https://www.youtube.com/watch?v=Pu5CNKweuHw
lIAJhGEJmuY,16-year-old’s food truck stirs up drama after opening across from Montgomery Steak Houston,Food,2 weeks ago,2:54,"1,923,959 views",https://www.youtube.com/watch?v=lIAJhGEJmuY
7p2Ep-04f1o,Fieh - Fast Food (Official Music Video),Food,1 day ago,5:36,748 views,https://www.youtube.com/watch?v=7p2Ep-04f1o
AU74-VXMRFY,Mango Rabri Cups Recipe By Food Fusion (Eid Special),Food,2 days ago,2:46,"66,546 views",https://www.youtube.com/watch?v=AU74-VXMRFY
Ld42lJsQhI8,Black VS Pink VS Blue Food Challenge | Having Food of The Same Colors by RATATA CHALLENGE,Food,2 months ago,10:08,"922,589 views",https://www.youtube.com/watch?v=Ld42lJsQhI8
m3ibZ1Ngn1A,POPPY PLAYTIME || Rainbow VS White & Black Cake Challenge! Drawing Mommy Long Legs by 123 GO! FOOD,Food,6 days ago,8:49,"122,553 views",https://www.youtube.com/watch?v=m3ibZ1Ngn1A
nZ3Zc1DJOgY,Exotic THAI FOOD Tour in Bangkok with Mark Wiens! Freaky Thai Food + Yummy Face Challenge,Food,3 years ago,16:21,"8,809,929 views",https://www.youtube.com/watch?v=nZ3Zc1DJOgY
eWbQFZWroDs,Food Theory: Skip School! Own A Chick Fil A!,Food,3 months ago,14:19,"1,959,452 views",https://www.youtube.com/watch?v=eWbQFZWroDs
gltZp38n5R4,Tim Kennedy | Food Truck Diaries w/ Brendan Schaub,Food,1 day ago,39:02,"24,168 views",https://www.youtube.com/watch?v=gltZp38n5R4
kBgwbvXRTu0,Can Mexican Moms Taste The Difference? Real Mexican Food Vs. Mexican Fast Food,Food,5 months ago,9:29,"5,317,337 views",https://www.youtube.com/watch?v=kBgwbvXRTu0
BpPC7IqKQDQ,Healthies Drink Of India | 🥛🥛🥛Power Drink | Street Drink | Veg Village Food,Food,12 days ago,5:26,"1,309,321 views",https://www.youtube.com/watch?v=BpPC7IqKQDQ
xmcE72oJunI,Mario VS Sonic Animation: Food Battle Round 3,Food,2 months ago,6:47,"2,361,759 views",https://www.youtube.com/watch?v=xmcE72oJunI
bx9krTd7nXQ,Mango Butterscotch Delight Recipe by Food Fusion,Food,2 weeks ago,4:10,"173,560 views",https://www.youtube.com/watch?v=bx9krTd7nXQ
psi1N8L_HWY,"[Animation] Delicious RED, BLUE,YELLOW Food! | Mommy,Daddy,Baby Long Legs Mukbang | Poppy Playtime 2",Food,5 days ago,3:01,"1,185,509 views",https://www.youtube.com/watch?v=psi1N8L_HWY
0XHSVm5NFAs,24 Hours Mini Food Eating Challenge | ShrutiArjunAnand,Food,1 month ago,14:10,"1,467,213 views",https://www.youtube.com/watch?v=0XHSVm5NFAs
4wHaTS7wsvk,BLUE VS RED FOOD CHALLENGE || Eating Only 1 Color Food For 24 HRS! Mukbang by 123 GO! FOOD,Food,9 months ago,8:13,"16,173,223 views",https://www.youtube.com/watch?v=4wHaTS7wsvk
Bk8twaofPgs,IMPOSSIBLE Food World Records ft. Rosanna Pansino!,Food,3 weeks ago,8:39,"2,774,225 views",https://www.youtube.com/watch?v=Bk8twaofPgs
yB1xsqmuwkw,EATING EXPIRED FOOD! 🤢,Food,6 days ago,12:18,"297,568 views",https://www.youtube.com/watch?v=yB1xsqmuwkw
BMwyxh9UzNI,LE PIRE VS LE MEILLEUR FAST-FOOD (Feat. Urban),Food,6 months ago,10:06,"1,169,863 views",https://www.youtube.com/watch?v=BMwyxh9UzNI
hF1JXJCEWAU,TRYING NEW TIKTOK FOOD HACKS!!🍉🍌🍑,Food,20 hours ago,15:05,"102,351 views",https://www.youtube.com/watch?v=hF1JXJCEWAU
wyx4_KR37g0,I Tried Ethiopian Food🇪🇹🐑 For The FIRST Time OMG‼️🤯🤯 #fyp #shorts #ethiopianfood #foodreview,Food,21 hours ago,0:43,"48,940 views",https://www.youtube.com/watch?v=wyx4_KR37g0
SqlzqL9nC_4,"Big, Medium and Small king crab food Challenge | Epic Giant vs Tiny Food War by HUBA #Shorts",Food,2 months ago,0:59,"53,848,162 views",https://www.youtube.com/watch?v=SqlzqL9nC_4
nJ-hanXNoOg,Subscriber Biryani Shop Opening Vlog | Chicken and Beef Biryani | Food Exploring with Jb..,Food,6 days ago,19:41,"153,516 views",https://www.youtube.com/watch?v=nJ-hanXNoOg
9N7r6dYpaTQ,THAT FRIEND THAT DOESN'T THROW FOOD AWAY | #shorts,Food,6 days ago,1:00,"1,053,236 views",https://www.youtube.com/watch?v=9N7r6dYpaTQ
jO25jdCQx20,Orange food vs pink food ice cream challenge #Shorts,Food,2 months ago,0:59,"17,705,803 views",https://www.youtube.com/watch?v=jO25jdCQx20
A3HuoKfKRco,Eating People's DoorDash Food,Food,3 weeks ago,13:46,"570,690 views",https://www.youtube.com/watch?v=A3HuoKfKRco
0upx_TsvT_w,Food Pranks and Spicy Food Challenge! || TikTok Funny Mukbang || Songsong and Ermao,Food,1 year ago,3:24,"11,353,613 views",https://www.youtube.com/watch?v=0upx_TsvT_w
Ejp2pCFu5aI,Putin breaks his silence on the food crisis: Blames the West for the ongoing global food crisis,Food,3 weeks ago,5:35,"688,191 views",https://www.youtube.com/watch?v=Ejp2pCFu5aI
7fDV48ewPg0,Authentic Polynesian Food in West Sydney - It's All Eats,Food,1 month ago,13:39,"203,561 views",https://www.youtube.com/watch?v=7fDV48ewPg0
ANfwtoQNMEg,Double Patty cheese burger🍔 making || Burger || street food || FOOD ROCKET #shorts #foodie #burger,Food,10 months ago,0:57,"7,653,372 views",https://www.youtube.com/watch?v=ANfwtoQNMEg
Lcn6LE_CHBs,This Watermelon Is Yellow? (Guess The Food Challenge) #shorts,Food,9 days ago,0:50,"21,366,655 views",https://www.youtube.com/watch?v=Lcn6LE_CHBs
D9t1_NbO12I,Ashish Vidyarthi ENJOYING Street Food ICE APPLE with friends😍,Food,5 months ago,0:59,"28,748,533 views",https://www.youtube.com/watch?v=D9t1_NbO12I
0pS9w_prltw,CEO of major food brand issues dire warning,Food,2 months ago,8:14,"1,790,883 views",https://www.youtube.com/watch?v=0pS9w_prltw
vzrTU42wFok,Secret Nomad Food of Moroccan Desert  🇲🇦 Rissani Street Food 🍖 Meat pie Madfouna + Camel Milk,Food,3 weeks ago,24:18,"1,050,488 views",https://www.youtube.com/watch?v=vzrTU42wFok
J-2LGliOslY,She Don't Like Chocolate? (Guess The Food Challenge) #shorts,Food,2 weeks ago,0:51,"16,673,107 views",https://www.youtube.com/watch?v=J-2LGliOslY
yRVJmiiLmJg,TikTokers who waste food… #shorts,Food,4 months ago,0:28,"12,091,230 views",https://www.youtube.com/watch?v=yRVJmiiLmJg
RYE26pF0tLk,Eating People’s DoorDash Food,Food,1 month ago,9:48,"3,981,329 views",https://www.youtube.com/watch?v=RYE26pF0tLk
quKu5_HCzxI,"Filipino Street Food | Tres Kwatro, GIANT Beef Soup - Food Heaven in Angeles City PAMPANGA (HD)",Food,5 months ago,10:56,"1,337,911 views",https://www.youtube.com/watch?v=quKu5_HCzxI
vtjVxMsqlKk,Bubble Gum vs Chocolate Food Challenge #2 by Multi DO Challenge,Food,8 days ago,11:56,"275,782 views",https://www.youtube.com/watch?v=vtjVxMsqlKk
dOjLTDO6U5Y,BEST COOK ASMR FOOD COOKING 🤤🤤🤤 - Hamburger and Cream Cheese,Food,4 months ago,1:00,"100,011,550 views",https://www.youtube.com/watch?v=dOjLTDO6U5Y
gaXQo5D_dgs,How we do random food ice cream challenge #Shorts,Food,8 months ago,0:59,"62,070,797 views",https://www.youtube.com/watch?v=gaXQo5D_dgs
QoB5JqiM5cE,The Sneaky Food Trap  #157,Food,6 months ago,1:00,"21,074,829 views",https://www.youtube.com/watch?v=QoB5JqiM5cE
Dzst7yLFB-s,I ate food that started with the letters of my girlfriends name for the whole day! #shorts #food,Food,2 months ago,0:45,"15,784,188 views",https://www.youtube.com/watch?v=Dzst7yLFB-s
Dnxprr0c2TY,PINK VS GREEN FOOD CHALLENGE || Eating Only 1 Color Food For 24 Hours! Mukbang by 123 GO! CHALLENGE,Food,4 weeks ago,10:02,"224,452 views",https://www.youtube.com/watch?v=Dnxprr0c2TY
Ds1xjmHhXno,Baked Alaska Cake Recipe By Food Fusion (Eid Special),Food,4 hours ago,2:43,"13,045 views",https://www.youtube.com/watch?v=Ds1xjmHhXno
FGCx2WBgBYQ,PANTJORAN STREET FOOD  FT. JESS NOLIMIT & SISCA KOHL,Food,2 weeks ago,18:59,"3,482,819 views",https://www.youtube.com/watch?v=FGCx2WBgBYQ
AZVfTN7sF6Q,గంగూరు మిక్సిడ్ బిర్యాని👌 | Athidi Family Restaurant @ Ganguru | NH 65 Food | Vijayawada,Food,5 days ago,13:43,"55,741 views",https://www.youtube.com/watch?v=AZVfTN7sF6Q
s7_hNcmS-bw,Pink food vs blue food ice cream challenge #Shorts,Food,3 months ago,0:59,"41,631,521 views",https://www.youtube.com/watch?v=s7_hNcmS-bw
B9hk1YlQOX8,How Much Does $4 Get You In Nepal? Street Food Challenge Nepal 🇳🇵,Food,2 days ago,24:49,"8,906 views",https://www.youtube.com/watch?v=B9hk1YlQOX8
k5J1JzbMqAE,"Chicken Shawaya & Shawarma Fries at Al Baghdadi | Food Street of Bahadurabad | Karachi, Pakistan",Food,6 days ago,12:38,"286,970 views",https://www.youtube.com/watch?v=k5J1JzbMqAE
budbiG2CubI,Eating SECRET MENU FAST FOOD Hacks... (THESE CANT BE REAL),Food,5 days ago,14:38,"99,116 views",https://www.youtube.com/watch?v=budbiG2CubI
um-2Kz6RiBQ,KING CRAB SEAFOOD BOIL MUKBANG | CHEESE ALFREDO SAUCE | LOBSTER TAIL | ASMR EATING | ASMR FOOD,Food,8 days ago,10:20,"213,512 views",https://www.youtube.com/watch?v=um-2Kz6RiBQ
6jXlzcfoZcg,DIY Taco Bell Mexican Pizza Hack // Food Hacks,Food,2 months ago,0:56,"1,386,624 views",https://www.youtube.com/watch?v=6jXlzcfoZcg
d7kiYLN1Z3w,Eating Slimey Food For The Whole Day! #shorts #yummy #challenge,Food,3 days ago,1:00,"428,828 views",https://www.youtube.com/watch?v=d7kiYLN1Z3w
SA_lLbwO4s8,Mom Angry At Baby Dad For Bringing Food For His Kid Only Instead Of All 4 (REACTION!!!),Food,12 hours ago,15:40,"54,064 views",https://www.youtube.com/watch?v=SA_lLbwO4s8
p0k-0vG8z5s,ON TESTE DES FOOD HACKS TIKTOK #5 (ET ON S'EMBROUILLE),Food,6 days ago,10:16,"432,516 views",https://www.youtube.com/watch?v=p0k-0vG8z5s
OlnUxUvZVHE,A Day in the Life of a Dog Food Company - The Office US,Food,3 days ago,5:51,"367,263 views",https://www.youtube.com/watch?v=OlnUxUvZVHE
0-XJjGn5PJE,We Tried Ancient Moroccan Food in the Desert 🇲🇦 Merzouga and Khamlia Rare Sahara Village Food Tour,Food,2 weeks ago,24:31,"527,404 views",https://www.youtube.com/watch?v=0-XJjGn5PJE
PC0xwSx56L0,மண்வாசனை Episode 370 | Swimming Class at School 🏊‍♀️🏊🏊‍♂️ | Classic Mini Food | Naughty Roja,Food,2 weeks ago,8:13,"2,086,044 views",https://www.youtube.com/watch?v=PC0xwSx56L0
wzd2Gi_Zuk0,Street Food in Pyin Oo Lwin / ပြင်ဦးလွင်မြို့ သို့ အလည်တစ်ခေါက်,Food,2 weeks ago,13:38,"450,369 views",https://www.youtube.com/watch?v=wzd2Gi_Zuk0
DPRbFoRwNMY,South Indian Chetty Food in Yangon - အ၀စား ချစ်တီးထမင်း,Food,3 months ago,11:02,"1,802,322 views",https://www.youtube.com/watch?v=DPRbFoRwNMY
fVEOFtmMR0U,Red Food vs Blue Food Challenge #3 | Eating Everything Only In 1 Color For 24 Hours by Multi DO,Food,6 days ago,11:01,"336,353 views",https://www.youtube.com/watch?v=fVEOFtmMR0U
